"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"09.11.2021 07:15 - 09.11.2021 07:30","N/A","71507"
"09.11.2021 07:30 - 09.11.2021 07:45","N/A","71582"
"09.11.2021 07:45 - 09.11.2021 08:00","N/A","71580"
"09.11.2021 08:00 - 09.11.2021 08:15","N/A","71444"
"09.11.2021 08:15 - 09.11.2021 08:30","N/A","71708"
"09.11.2021 08:30 - 09.11.2021 08:45","N/A","71907"
"09.11.2021 08:45 - 09.11.2021 09:00","N/A","72374"
"09.11.2021 09:00 - 09.11.2021 09:15","N/A","72705"
"09.11.2021 09:15 - 09.11.2021 09:30","N/A","72604"
"09.11.2021 09:30 - 09.11.2021 09:45","N/A","72224"
"09.11.2021 09:45 - 09.11.2021 10:00","N/A","72397"
"09.11.2021 10:00 - 09.11.2021 10:15","N/A","72688"
"09.11.2021 10:15 - 09.11.2021 10:30","N/A","72952"
"09.11.2021 10:30 - 09.11.2021 10:45","N/A","73043"
"09.11.2021 10:45 - 09.11.2021 11:00","N/A","72867"
"09.11.2021 11:00 - 09.11.2021 11:15","N/A","72810"
"09.11.2021 11:15 - 09.11.2021 11:30","N/A","72229"
"09.11.2021 11:30 - 09.11.2021 11:45","N/A","71808"
"09.11.2021 11:45 - 09.11.2021 12:00","N/A","71611"
"09.11.2021 12:00 - 09.11.2021 12:15","N/A","71524"
"09.11.2021 12:15 - 09.11.2021 12:30","N/A","71078"
"09.11.2021 12:30 - 09.11.2021 12:45","N/A","70686"
"09.11.2021 12:45 - 09.11.2021 13:00","N/A","70141"
"09.11.2021 13:00 - 09.11.2021 13:15","N/A","69415"
"09.11.2021 13:15 - 09.11.2021 13:30","N/A","69463"
"09.11.2021 13:30 - 09.11.2021 13:45","N/A","69444"
"09.11.2021 13:45 - 09.11.2021 14:00","N/A","69104"
"09.11.2021 14:00 - 09.11.2021 14:15","N/A","69297"
"09.11.2021 14:15 - 09.11.2021 14:30","N/A","69255"
"09.11.2021 14:30 - 09.11.2021 14:45","N/A","69260"
"09.11.2021 14:45 - 09.11.2021 15:00","N/A","69156"
"09.11.2021 15:00 - 09.11.2021 15:15","N/A","69218"
"09.11.2021 15:15 - 09.11.2021 15:30","N/A","69646"
"09.11.2021 15:30 - 09.11.2021 15:45","N/A","69938"
"09.11.2021 15:45 - 09.11.2021 16:00","N/A","71038"
"09.11.2021 16:00 - 09.11.2021 16:15","N/A","72733"
"09.11.2021 16:15 - 09.11.2021 16:30","N/A","73833"
"09.11.2021 16:30 - 09.11.2021 16:45","N/A","74443"
"09.11.2021 16:45 - 09.11.2021 17:00","N/A","74974"
"09.11.2021 17:00 - 09.11.2021 17:15","N/A","74680"
"09.11.2021 17:15 - 09.11.2021 17:30","N/A","74466"
"09.11.2021 17:30 - 09.11.2021 17:45","N/A","74541"
"09.11.2021 17:45 - 09.11.2021 18:00","N/A","74395"
"09.11.2021 18:00 - 09.11.2021 18:15","N/A","74177"
"09.11.2021 18:15 - 09.11.2021 18:30","N/A","73522"
"09.11.2021 18:30 - 09.11.2021 18:45","N/A","72741"
"09.11.2021 18:45 - 09.11.2021 19:00","N/A","72239"
"09.11.2021 19:00 - 09.11.2021 19:15","N/A","71235"
"09.11.2021 19:15 - 09.11.2021 19:30","N/A","69925"
"09.11.2021 19:30 - 09.11.2021 19:45","N/A","68793"
"09.11.2021 19:45 - 09.11.2021 20:00","N/A","67745"
"09.11.2021 20:00 - 09.11.2021 20:15","N/A","66876"
"09.11.2021 20:15 - 09.11.2021 20:30","N/A","66032"
"09.11.2021 20:30 - 09.11.2021 20:45","N/A","64904"
"09.11.2021 20:45 - 09.11.2021 21:00","N/A","63920"
"09.11.2021 21:00 - 09.11.2021 21:15","N/A","63281"
"09.11.2021 21:15 - 09.11.2021 21:30","N/A","62491"
"09.11.2021 21:30 - 09.11.2021 21:45","N/A","61628"
"09.11.2021 21:45 - 09.11.2021 22:00","N/A","60559"
"09.11.2021 22:00 - 09.11.2021 22:15","N/A","59827"
"09.11.2021 22:15 - 09.11.2021 22:30","N/A","58572"
"09.11.2021 22:30 - 09.11.2021 22:45","N/A","57760"
"09.11.2021 22:45 - 09.11.2021 23:00","N/A","56834"
"09.11.2021 23:00 - 09.11.2021 23:15","N/A","55992"
"09.11.2021 23:15 - 09.11.2021 23:30","N/A","55344"
"09.11.2021 23:30 - 09.11.2021 23:45","N/A","55037"
"09.11.2021 23:45 - 10.11.2021 00:00","N/A","54452"
"10.11.2021 00:00 - 10.11.2021 00:15","N/A","53864"
"10.11.2021 00:15 - 10.11.2021 00:30","N/A","53639"
"10.11.2021 00:30 - 10.11.2021 00:45","N/A","53437"
"10.11.2021 00:45 - 10.11.2021 01:00","N/A","53212"
"10.11.2021 01:00 - 10.11.2021 01:15","N/A","53067"
"10.11.2021 01:15 - 10.11.2021 01:30","N/A","52875"
"10.11.2021 01:30 - 10.11.2021 01:45","N/A","52945"
"10.11.2021 01:45 - 10.11.2021 02:00","N/A","52886"
"10.11.2021 02:00 - 10.11.2021 02:15","N/A","52977"
"10.11.2021 02:15 - 10.11.2021 02:30","N/A","52846"
"10.11.2021 02:30 - 10.11.2021 02:45","N/A","53036"
"10.11.2021 02:45 - 10.11.2021 03:00","N/A","52947"
"10.11.2021 03:00 - 10.11.2021 03:15","N/A","53614"
"10.11.2021 03:15 - 10.11.2021 03:30","N/A","53795"
"10.11.2021 03:30 - 10.11.2021 03:45","N/A","54312"
"10.11.2021 03:45 - 10.11.2021 04:00","N/A","54884"
"10.11.2021 04:00 - 10.11.2021 04:15","N/A","56646"
"10.11.2021 04:15 - 10.11.2021 04:30","N/A","57129"
"10.11.2021 04:30 - 10.11.2021 04:45","N/A","58231"
"10.11.2021 04:45 - 10.11.2021 05:00","N/A","59903"
"10.11.2021 05:00 - 10.11.2021 05:15","N/A","62522"
"10.11.2021 05:15 - 10.11.2021 05:30","N/A","64579"
"10.11.2021 05:30 - 10.11.2021 05:45","N/A","66216"
"10.11.2021 05:45 - 10.11.2021 06:00","N/A","67748"
"10.11.2021 06:00 - 10.11.2021 06:15","N/A","69537"
"10.11.2021 06:15 - 10.11.2021 06:30","N/A","70110"
"10.11.2021 06:30 - 10.11.2021 06:45","N/A","70543"
"10.11.2021 06:45 - 10.11.2021 07:00","N/A","71304"
"10.11.2021 07:00 - 10.11.2021 07:15","N/A","72053"
"10.11.2021 07:15 - 10.11.2021 07:30","N/A","72900"
"10.11.2021 07:30 - 10.11.2021 07:45","N/A","73009"
"10.11.2021 07:45 - 10.11.2021 08:00","N/A","73053"
"10.11.2021 08:00 - 10.11.2021 08:15","N/A","72337"
"10.11.2021 08:15 - 10.11.2021 08:30","N/A","72579"
"10.11.2021 08:30 - 10.11.2021 08:45","N/A","72438"
"10.11.2021 08:45 - 10.11.2021 09:00","N/A","72402"
"10.11.2021 09:00 - 10.11.2021 09:15","N/A","73111"
"10.11.2021 09:15 - 10.11.2021 09:30","N/A","73074"
"10.11.2021 09:30 - 10.11.2021 09:45","N/A","73044"
"10.11.2021 09:45 - 10.11.2021 10:00","N/A","73426"
"10.11.2021 10:00 - 10.11.2021 10:15","N/A","74117"
"10.11.2021 10:15 - 10.11.2021 10:30","N/A","73977"
"10.11.2021 10:30 - 10.11.2021 10:45","N/A","74096"
"10.11.2021 10:45 - 10.11.2021 11:00","N/A","74017"
"10.11.2021 11:00 - 10.11.2021 11:15","N/A","73429"
"10.11.2021 11:15 - 10.11.2021 11:30","N/A","73005"
"10.11.2021 11:30 - 10.11.2021 11:45","N/A","72739"
"10.11.2021 11:45 - 10.11.2021 12:00","N/A","72659"
"10.11.2021 12:00 - 10.11.2021 12:15","N/A","72410"
"10.11.2021 12:15 - 10.11.2021 12:30","N/A","71908"
"10.11.2021 12:30 - 10.11.2021 12:45","N/A","71603"
"10.11.2021 12:45 - 10.11.2021 13:00","N/A","70957"
"10.11.2021 13:00 - 10.11.2021 13:15","N/A","70906"
"10.11.2021 13:15 - 10.11.2021 13:30","N/A","70478"
"10.11.2021 13:30 - 10.11.2021 13:45","N/A","70556"
"10.11.2021 13:45 - 10.11.2021 14:00","N/A","70471"
"10.11.2021 14:00 - 10.11.2021 14:15","N/A","70516"
"10.11.2021 14:15 - 10.11.2021 14:30","N/A","70098"
"10.11.2021 14:30 - 10.11.2021 14:45","N/A","69901"
"10.11.2021 14:45 - 10.11.2021 15:00","N/A","69685"
"10.11.2021 15:00 - 10.11.2021 15:15","N/A","70120"
"10.11.2021 15:15 - 10.11.2021 15:30","N/A","70232"
"10.11.2021 15:30 - 10.11.2021 15:45","N/A","70753"
"10.11.2021 15:45 - 10.11.2021 16:00","N/A","71428"
"10.11.2021 16:00 - 10.11.2021 16:15","N/A","72558"
"10.11.2021 16:15 - 10.11.2021 16:30","N/A","73390"
"10.11.2021 16:30 - 10.11.2021 16:45","N/A","73781"
"10.11.2021 16:45 - 10.11.2021 17:00","N/A","73972"
"10.11.2021 17:00 - 10.11.2021 17:15","N/A","73497"
"10.11.2021 17:15 - 10.11.2021 17:30","N/A","73176"
"10.11.2021 17:30 - 10.11.2021 17:45","N/A","72940"
"10.11.2021 17:45 - 10.11.2021 18:00","N/A","72497"
"10.11.2021 18:00 - 10.11.2021 18:15","N/A","71760"
"10.11.2021 18:15 - 10.11.2021 18:30","N/A","71427"
"10.11.2021 18:30 - 10.11.2021 18:45","N/A","70790"
"10.11.2021 18:45 - 10.11.2021 19:00","N/A","70205"
"10.11.2021 19:00 - 10.11.2021 19:15","N/A","69039"
"10.11.2021 19:15 - 10.11.2021 19:30","N/A","67656"
"10.11.2021 19:30 - 10.11.2021 19:45","N/A","66606"
"10.11.2021 19:45 - 10.11.2021 20:00","N/A","65841"
"10.11.2021 20:00 - 10.11.2021 20:15","N/A","64720"
"10.11.2021 20:15 - 10.11.2021 20:30","N/A","63927"
"10.11.2021 20:30 - 10.11.2021 20:45","N/A","63058"
"10.11.2021 20:45 - 10.11.2021 21:00","N/A","62345"
"10.11.2021 21:00 - 10.11.2021 21:15","N/A","61655"
"10.11.2021 21:15 - 10.11.2021 21:30","N/A","60813"
"10.11.2021 21:30 - 10.11.2021 21:45","N/A","59941"
"10.11.2021 21:45 - 10.11.2021 22:00","N/A","58784"
"10.11.2021 22:00 - 10.11.2021 22:15","N/A","57481"
"10.11.2021 22:15 - 10.11.2021 22:30","N/A","56385"
"10.11.2021 22:30 - 10.11.2021 22:45","N/A","55706"
"10.11.2021 22:45 - 10.11.2021 23:00","N/A","54763"
"10.11.2021 23:00 - 10.11.2021 23:15","N/A","52401"
"10.11.2021 23:15 - 10.11.2021 23:30","N/A","51754"
"10.11.2021 23:30 - 10.11.2021 23:45","N/A","51431"
"10.11.2021 23:45 - 11.11.2021 00:00","N/A","50601"
"11.11.2021 00:00 - 11.11.2021 00:15","N/A","50181"
"11.11.2021 00:15 - 11.11.2021 00:30","N/A","49858"
"11.11.2021 00:30 - 11.11.2021 00:45","N/A","49831"
"11.11.2021 00:45 - 11.11.2021 01:00","N/A","49497"
"11.11.2021 01:00 - 11.11.2021 01:15","N/A","48997"
"11.11.2021 01:15 - 11.11.2021 01:30","N/A","48906"
"11.11.2021 01:30 - 11.11.2021 01:45","N/A","48941"
"11.11.2021 01:45 - 11.11.2021 02:00","N/A","49054"
"11.11.2021 02:00 - 11.11.2021 02:15","N/A","49531"
"11.11.2021 02:15 - 11.11.2021 02:30","N/A","49712"
"11.11.2021 02:30 - 11.11.2021 02:45","N/A","49814"
"11.11.2021 02:45 - 11.11.2021 03:00","N/A","50077"
"11.11.2021 03:00 - 11.11.2021 03:15","N/A","50110"
"11.11.2021 03:15 - 11.11.2021 03:30","N/A","50667"
"11.11.2021 03:30 - 11.11.2021 03:45","N/A","51474"
"11.11.2021 03:45 - 11.11.2021 04:00","N/A","52098"
"11.11.2021 04:00 - 11.11.2021 04:15","N/A","53013"
"11.11.2021 04:15 - 11.11.2021 04:30","N/A","53567"
"11.11.2021 04:30 - 11.11.2021 04:45","N/A","54527"
"11.11.2021 04:45 - 11.11.2021 05:00","N/A","56256"
"11.11.2021 05:00 - 11.11.2021 05:15","N/A","59279"
"11.11.2021 05:15 - 11.11.2021 05:30","N/A","61346"
"11.11.2021 05:30 - 11.11.2021 05:45","N/A","63054"
"11.11.2021 05:45 - 11.11.2021 06:00","N/A","64635"
"11.11.2021 06:00 - 11.11.2021 06:15","N/A","66608"
"11.11.2021 06:15 - 11.11.2021 06:30","N/A","67143"
"11.11.2021 06:30 - 11.11.2021 06:45","N/A","67880"
"11.11.2021 06:45 - 11.11.2021 07:00","N/A","68621"
"11.11.2021 07:00 - 11.11.2021 07:15","N/A","69581"
"11.11.2021 07:15 - 11.11.2021 07:30","N/A","69851"
"11.11.2021 07:30 - 11.11.2021 07:45","N/A","70110"
"11.11.2021 07:45 - 11.11.2021 08:00","N/A","70194"
"11.11.2021 08:00 - 11.11.2021 08:15","N/A","69637"
"11.11.2021 08:15 - 11.11.2021 08:30","N/A","69927"
"11.11.2021 08:30 - 11.11.2021 08:45","N/A","69966"
"11.11.2021 08:45 - 11.11.2021 09:00","N/A","70074"
"11.11.2021 09:00 - 11.11.2021 09:15","N/A","70261"
"11.11.2021 09:15 - 11.11.2021 09:30","N/A","70543"
"11.11.2021 09:30 - 11.11.2021 09:45","N/A","70738"
"11.11.2021 09:45 - 11.11.2021 10:00","N/A","70888"
"11.11.2021 10:00 - 11.11.2021 10:15","N/A","71015"
"11.11.2021 10:15 - 11.11.2021 10:30","N/A","71440"
"11.11.2021 10:30 - 11.11.2021 10:45","N/A","71461"
"11.11.2021 10:45 - 11.11.2021 11:00","N/A","71247"
"11.11.2021 11:00 - 11.11.2021 11:15","N/A","70925"
"11.11.2021 11:15 - 11.11.2021 11:30","N/A","70838"
"11.11.2021 11:30 - 11.11.2021 11:45","N/A","70569"
"11.11.2021 11:45 - 11.11.2021 12:00","N/A","70524"
"11.11.2021 12:00 - 11.11.2021 12:15","N/A","70484"
"11.11.2021 12:15 - 11.11.2021 12:30","N/A","70141"
"11.11.2021 12:30 - 11.11.2021 12:45","N/A","69797"
"11.11.2021 12:45 - 11.11.2021 13:00","N/A","69373"
"11.11.2021 13:00 - 11.11.2021 13:15","N/A","69196"
"11.11.2021 13:15 - 11.11.2021 13:30","N/A","68920"
"11.11.2021 13:30 - 11.11.2021 13:45","N/A","68554"
"11.11.2021 13:45 - 11.11.2021 14:00","N/A","68521"
"11.11.2021 14:00 - 11.11.2021 14:15","N/A","68645"
"11.11.2021 14:15 - 11.11.2021 14:30","N/A","68362"
"11.11.2021 14:30 - 11.11.2021 14:45","N/A","67981"
"11.11.2021 14:45 - 11.11.2021 15:00","N/A","67924"
"11.11.2021 15:00 - 11.11.2021 15:15","N/A","68129"
"11.11.2021 15:15 - 11.11.2021 15:30","N/A","68071"
"11.11.2021 15:30 - 11.11.2021 15:45","N/A","68594"
"11.11.2021 15:45 - 11.11.2021 16:00","N/A","69160"
"11.11.2021 16:00 - 11.11.2021 16:15","N/A","70188"
"11.11.2021 16:15 - 11.11.2021 16:30","N/A","70727"
"11.11.2021 16:30 - 11.11.2021 16:45","N/A","71012"
"11.11.2021 16:45 - 11.11.2021 17:00","N/A","70938"
"11.11.2021 17:00 - 11.11.2021 17:15","N/A","70706"
"11.11.2021 17:15 - 11.11.2021 17:30","N/A","70320"
"11.11.2021 17:30 - 11.11.2021 17:45","N/A","70284"
"11.11.2021 17:45 - 11.11.2021 18:00","N/A","70032"
"11.11.2021 18:00 - 11.11.2021 18:15","N/A","69409"
"11.11.2021 18:15 - 11.11.2021 18:30","N/A","68789"
"11.11.2021 18:30 - 11.11.2021 18:45","N/A","68408"
"11.11.2021 18:45 - 11.11.2021 19:00","N/A","67783"
"11.11.2021 19:00 - 11.11.2021 19:15","N/A","66729"
"11.11.2021 19:15 - 11.11.2021 19:30","N/A","65726"
"11.11.2021 19:30 - 11.11.2021 19:45","N/A","64745"
"11.11.2021 19:45 - 11.11.2021 20:00","N/A","63561"
"11.11.2021 20:00 - 11.11.2021 20:15","N/A","62763"
"11.11.2021 20:15 - 11.11.2021 20:30","N/A","61926"
"11.11.2021 20:30 - 11.11.2021 20:45","N/A","60712"
"11.11.2021 20:45 - 11.11.2021 21:00","N/A","59802"
"11.11.2021 21:00 - 11.11.2021 21:15","N/A","59056"
"11.11.2021 21:15 - 11.11.2021 21:30","N/A","58478"
"11.11.2021 21:30 - 11.11.2021 21:45","N/A","57436"
"11.11.2021 21:45 - 11.11.2021 22:00","N/A","55966"
"11.11.2021 22:00 - 11.11.2021 22:15","N/A","55175"
"11.11.2021 22:15 - 11.11.2021 22:30","N/A","54283"
"11.11.2021 22:30 - 11.11.2021 22:45","N/A","53645"
"11.11.2021 22:45 - 11.11.2021 23:00","N/A","52658"
"11.11.2021 23:00 - 11.11.2021 23:15","N/A","51576"
"11.11.2021 23:15 - 11.11.2021 23:30","N/A","50968"
"11.11.2021 23:30 - 11.11.2021 23:45","N/A","50559"
"11.11.2021 23:45 - 12.11.2021 00:00","N/A","49982"
"12.11.2021 00:00 - 12.11.2021 00:15","N/A","49180"
"12.11.2021 00:15 - 12.11.2021 00:30","N/A","48786"
"12.11.2021 00:30 - 12.11.2021 00:45","N/A","48518"
"12.11.2021 00:45 - 12.11.2021 01:00","N/A","48321"
"12.11.2021 01:00 - 12.11.2021 01:15","N/A","48181"
"12.11.2021 01:15 - 12.11.2021 01:30","N/A","48030"
"12.11.2021 01:30 - 12.11.2021 01:45","N/A","47907"
"12.11.2021 01:45 - 12.11.2021 02:00","N/A","47966"
"12.11.2021 02:00 - 12.11.2021 02:15","N/A","47926"
"12.11.2021 02:15 - 12.11.2021 02:30","N/A","48053"
"12.11.2021 02:30 - 12.11.2021 02:45","N/A","48282"
"12.11.2021 02:45 - 12.11.2021 03:00","N/A","48670"
"12.11.2021 03:00 - 12.11.2021 03:15","N/A","49388"
"12.11.2021 03:15 - 12.11.2021 03:30","N/A","49663"
"12.11.2021 03:30 - 12.11.2021 03:45","N/A","50185"
"12.11.2021 03:45 - 12.11.2021 04:00","N/A","50778"
"12.11.2021 04:00 - 12.11.2021 04:15","N/A","52056"
"12.11.2021 04:15 - 12.11.2021 04:30","N/A","52562"
"12.11.2021 04:30 - 12.11.2021 04:45","N/A","53505"
"12.11.2021 04:45 - 12.11.2021 05:00","N/A","55166"
"12.11.2021 05:00 - 12.11.2021 05:15","N/A","57763"
"12.11.2021 05:15 - 12.11.2021 05:30","N/A","60241"
"12.11.2021 05:30 - 12.11.2021 05:45","N/A","61943"
"12.11.2021 05:45 - 12.11.2021 06:00","N/A","63613"
"12.11.2021 06:00 - 12.11.2021 06:15","N/A","65317"
"12.11.2021 06:15 - 12.11.2021 06:30","N/A","66154"
"12.11.2021 06:30 - 12.11.2021 06:45","N/A","66478"
"12.11.2021 06:45 - 12.11.2021 07:00","N/A","67215"
"12.11.2021 07:00 - 12.11.2021 07:15","N/A","68249"
"12.11.2021 07:15 - 12.11.2021 07:30","N/A","68873"
"12.11.2021 07:30 - 12.11.2021 07:45","N/A","69225"
"12.11.2021 07:45 - 12.11.2021 08:00","N/A","69194"
"12.11.2021 08:00 - 12.11.2021 08:15","N/A","69156"
"12.11.2021 08:15 - 12.11.2021 08:30","N/A","69279"
"12.11.2021 08:30 - 12.11.2021 08:45","N/A","69636"
"12.11.2021 08:45 - 12.11.2021 09:00","N/A","69826"
"12.11.2021 09:00 - 12.11.2021 09:15","N/A","69975"
"12.11.2021 09:15 - 12.11.2021 09:30","N/A","69983"
"12.11.2021 09:30 - 12.11.2021 09:45","N/A","70106"
"12.11.2021 09:45 - 12.11.2021 10:00","N/A","70223"
"12.11.2021 10:00 - 12.11.2021 10:15","N/A","70461"
"12.11.2021 10:15 - 12.11.2021 10:30","N/A","70499"
"12.11.2021 10:30 - 12.11.2021 10:45","N/A","70408"
"12.11.2021 10:45 - 12.11.2021 11:00","N/A","70374"
"12.11.2021 11:00 - 12.11.2021 11:15","N/A","69800"
"12.11.2021 11:15 - 12.11.2021 11:30","N/A","69487"
"12.11.2021 11:30 - 12.11.2021 11:45","N/A","69141"
"12.11.2021 11:45 - 12.11.2021 12:00","N/A","69300"
"12.11.2021 12:00 - 12.11.2021 12:15","N/A","69177"
"12.11.2021 12:15 - 12.11.2021 12:30","N/A","68828"
"12.11.2021 12:30 - 12.11.2021 12:45","N/A","68605"
"12.11.2021 12:45 - 12.11.2021 13:00","N/A","68076"
"12.11.2021 13:00 - 12.11.2021 13:15","N/A","67817"
"12.11.2021 13:15 - 12.11.2021 13:30","N/A","67537"
"12.11.2021 13:30 - 12.11.2021 13:45","N/A","67320"
"12.11.2021 13:45 - 12.11.2021 14:00","N/A","67101"
"12.11.2021 14:00 - 12.11.2021 14:15","N/A","67227"
"12.11.2021 14:15 - 12.11.2021 14:30","N/A","67116"
"12.11.2021 14:30 - 12.11.2021 14:45","N/A","67025"
"12.11.2021 14:45 - 12.11.2021 15:00","N/A","67158"
"12.11.2021 15:00 - 12.11.2021 15:15","N/A","67504"
"12.11.2021 15:15 - 12.11.2021 15:30","N/A","67729"
"12.11.2021 15:30 - 12.11.2021 15:45","N/A","68145"
"12.11.2021 15:45 - 12.11.2021 16:00","N/A","69169"
"12.11.2021 16:00 - 12.11.2021 16:15","N/A","69687"
"12.11.2021 16:15 - 12.11.2021 16:30","N/A","70030"
"12.11.2021 16:30 - 12.11.2021 16:45","N/A","70225"
"12.11.2021 16:45 - 12.11.2021 17:00","N/A","70213"
"12.11.2021 17:00 - 12.11.2021 17:15","N/A","70027"
"12.11.2021 17:15 - 12.11.2021 17:30","N/A","70034"
"12.11.2021 17:30 - 12.11.2021 17:45","N/A","69951"
"12.11.2021 17:45 - 12.11.2021 18:00","N/A","69820"
"12.11.2021 18:00 - 12.11.2021 18:15","N/A","69447"
"12.11.2021 18:15 - 12.11.2021 18:30","N/A","69173"
"12.11.2021 18:30 - 12.11.2021 18:45","N/A","69129"
"12.11.2021 18:45 - 12.11.2021 19:00","N/A","68238"
"12.11.2021 19:00 - 12.11.2021 19:15","N/A","66879"
"12.11.2021 19:15 - 12.11.2021 19:30","N/A","65725"
"12.11.2021 19:30 - 12.11.2021 19:45","N/A","64304"
"12.11.2021 19:45 - 12.11.2021 20:00","N/A","63286"
"12.11.2021 20:00 - 12.11.2021 20:15","N/A","62463"
"12.11.2021 20:15 - 12.11.2021 20:30","N/A","61781"
"12.11.2021 20:30 - 12.11.2021 20:45","N/A","60824"
"12.11.2021 20:45 - 12.11.2021 21:00","N/A","59846"
"12.11.2021 21:00 - 12.11.2021 21:15","N/A","59398"
"12.11.2021 21:15 - 12.11.2021 21:30","N/A","58298"
"12.11.2021 21:30 - 12.11.2021 21:45","N/A","57160"
"12.11.2021 21:45 - 12.11.2021 22:00","N/A","56320"
"12.11.2021 22:00 - 12.11.2021 22:15","N/A","55030"
"12.11.2021 22:15 - 12.11.2021 22:30","N/A","53793"
"12.11.2021 22:30 - 12.11.2021 22:45","N/A","53184"
"12.11.2021 22:45 - 12.11.2021 23:00","N/A","52614"
"12.11.2021 23:00 - 12.11.2021 23:15","N/A","52954"
"12.11.2021 23:15 - 12.11.2021 23:30","N/A","51970"
"12.11.2021 23:30 - 12.11.2021 23:45","N/A","51231"
"12.11.2021 23:45 - 13.11.2021 00:00","N/A","50988"
"13.11.2021 00:00 - 13.11.2021 00:15","N/A","50663"
"13.11.2021 00:15 - 13.11.2021 00:30","N/A","50167"
"13.11.2021 00:30 - 13.11.2021 00:45","N/A","49575"
"13.11.2021 00:45 - 13.11.2021 01:00","N/A","49280"
"13.11.2021 01:00 - 13.11.2021 01:15","N/A","49190"
"13.11.2021 01:15 - 13.11.2021 01:30","N/A","48849"
"13.11.2021 01:30 - 13.11.2021 01:45","N/A","48723"
"13.11.2021 01:45 - 13.11.2021 02:00","N/A","48370"
"13.11.2021 02:00 - 13.11.2021 02:15","N/A","48552"
"13.11.2021 02:15 - 13.11.2021 02:30","N/A","48432"
"13.11.2021 02:30 - 13.11.2021 02:45","N/A","48322"
"13.11.2021 02:45 - 13.11.2021 03:00","N/A","48113"
"13.11.2021 03:00 - 13.11.2021 03:15","N/A","48423"
"13.11.2021 03:15 - 13.11.2021 03:30","N/A","48433"
"13.11.2021 03:30 - 13.11.2021 03:45","N/A","49077"
"13.11.2021 03:45 - 13.11.2021 04:00","N/A","48879"
"13.11.2021 04:00 - 13.11.2021 04:15","N/A","49375"
"13.11.2021 04:15 - 13.11.2021 04:30","N/A","49190"
"13.11.2021 04:30 - 13.11.2021 04:45","N/A","49245"
"13.11.2021 04:45 - 13.11.2021 05:00","N/A","49661"
"13.11.2021 05:00 - 13.11.2021 05:15","N/A","50006"
"13.11.2021 05:15 - 13.11.2021 05:30","N/A","50479"
"13.11.2021 05:30 - 13.11.2021 05:45","N/A","50857"
"13.11.2021 05:45 - 13.11.2021 06:00","N/A","51731"
"13.11.2021 06:00 - 13.11.2021 06:15","N/A","52749"
"13.11.2021 06:15 - 13.11.2021 06:30","N/A","53490"
"13.11.2021 06:30 - 13.11.2021 06:45","N/A","53737"
"13.11.2021 06:45 - 13.11.2021 07:00","N/A","54609"
"13.11.2021 07:00 - 13.11.2021 07:15","N/A","55780"
"13.11.2021 07:15 - 13.11.2021 07:30","N/A","56437"
"13.11.2021 07:30 - 13.11.2021 07:45","N/A","57170"
"13.11.2021 07:45 - 13.11.2021 08:00","N/A","57653"
"13.11.2021 08:00 - 13.11.2021 08:15","N/A","58996"
"13.11.2021 08:15 - 13.11.2021 08:30","N/A","59790"
"13.11.2021 08:30 - 13.11.2021 08:45","N/A","60122"
"13.11.2021 08:45 - 13.11.2021 09:00","N/A","60466"
"13.11.2021 09:00 - 13.11.2021 09:15","N/A","60913"
"13.11.2021 09:15 - 13.11.2021 09:30","N/A","61285"
"13.11.2021 09:30 - 13.11.2021 09:45","N/A","61616"
"13.11.2021 09:45 - 13.11.2021 10:00","N/A","61672"
"13.11.2021 10:00 - 13.11.2021 10:15","N/A","61669"
"13.11.2021 10:15 - 13.11.2021 10:30","N/A","62201"
"13.11.2021 10:30 - 13.11.2021 10:45","N/A","62504"
"13.11.2021 10:45 - 13.11.2021 11:00","N/A","62200"
"13.11.2021 11:00 - 13.11.2021 11:15","N/A","61949"
"13.11.2021 11:15 - 13.11.2021 11:30","N/A","61732"
"13.11.2021 11:30 - 13.11.2021 11:45","N/A","61617"
"13.11.2021 11:45 - 13.11.2021 12:00","N/A","61242"
"13.11.2021 12:00 - 13.11.2021 12:15","N/A","60449"
"13.11.2021 12:15 - 13.11.2021 12:30","N/A","59773"
"13.11.2021 12:30 - 13.11.2021 12:45","N/A","59342"
"13.11.2021 12:45 - 13.11.2021 13:00","N/A","58836"
"13.11.2021 13:00 - 13.11.2021 13:15","N/A","58680"
"13.11.2021 13:15 - 13.11.2021 13:30","N/A","58249"
"13.11.2021 13:30 - 13.11.2021 13:45","N/A","58038"
"13.11.2021 13:45 - 13.11.2021 14:00","N/A","57862"
"13.11.2021 14:00 - 13.11.2021 14:15","N/A","57867"
"13.11.2021 14:15 - 13.11.2021 14:30","N/A","57980"
"13.11.2021 14:30 - 13.11.2021 14:45","N/A","57992"
"13.11.2021 14:45 - 13.11.2021 15:00","N/A","57860"
"13.11.2021 15:00 - 13.11.2021 15:15","N/A","58603"
"13.11.2021 15:15 - 13.11.2021 15:30","N/A","58893"
"13.11.2021 15:30 - 13.11.2021 15:45","N/A","59273"
"13.11.2021 15:45 - 13.11.2021 16:00","N/A","59976"
"13.11.2021 16:00 - 13.11.2021 16:15","N/A","61307"
"13.11.2021 16:15 - 13.11.2021 16:30","N/A","61906"
"13.11.2021 16:30 - 13.11.2021 16:45","N/A","62055"
